"count_floors_pre_eq","age","area_percentage","height_percentage","has_superstructure_adobe_mud","has_superstructure_mud_mortar_stone","has_superstructure_stone_flag","has_superstructure_cement_mortar_stone","has_superstructure_mud_mortar_brick","has_superstructure_cement_mortar_brick","has_superstructure_timber","has_superstructure_bamboo","has_superstructure_rc_non_engineered","has_superstructure_rc_engineered","has_superstructure_other","has_secondary_use_agriculture","has_secondary_use_hotel","has_secondary_use_rental","has_secondary_use","land_surface_condition_o","land_surface_condition_t","foundation_type_h","foundation_type_i","foundation_type_r","foundation_type_u","foundation_type_w","roof_type_n","roof_type_q","roof_type_x","ground_floor_type_f","ground_floor_type_m","ground_floor_type_v","ground_floor_type_x","ground_floor_type_z","other_floor_type_j","other_floor_type_q","other_floor_type_s","other_floor_type_x","position_j","position_o","position_s","damage_grade"
2,5,7.85921529401094,4.14078470598906,0,0.859215294010937,0,0,0,0,0.140784705989063,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"3"
2,30.2745750783943,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725424921605736,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.725424921605736,0,0.274575078394264,0,0,1,"3"
2,0,11.4038826553151,4,0,1,0,0,0,0,0.403882655315101,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.596117344684899,0,0,0.403882655315101,0,0,1,0,0,0,0,1,"3"
1.24798184912652,1.75201815087348,5,4,0,1,0,0.752018150873482,0,0.752018150873482,0,0,0,0,0,0,0,0,0,0,0.752018150873482,0,0,0.247981849126518,0,0.752018150873482,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"3"
3,21.5332050342113,5,7.53320503421128,0.766602517105639,1,0,0,0,0,0.233397482894361,0,0,0,0,0,0,0,0,0.233397482894361,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"3"
2.88893232215196,22.111067677848,11,4,0,1,0,0,0,0,0,0,0,0,0,0.888932322151959,0,0,0.888932322151959,0,1,0,0,0.888932322151959,0.111067677848041,0,1,0,0,0.888932322151959,0,0,0.111067677848041,0,0,1,0,0,0,0,1,"3"
1,0,5,2,0,0.810696758097038,0.189303241902962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189303241902962,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"3"
2,30,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317872774554417,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"3"
2.14964335970581,31,11.1496433597058,5.14964335970581,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.850356640294194,0.149643359705806,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"3"
2,8.35974083188921,12,4.64025916811079,0,1,0,0,0,0,0.640259168110788,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"3"
3.15051309135742,81,9.69897381728515,8.30102618271485,0.150513091357425,0.849486908642575,0,0.150513091357425,0.150513091357425,0,0.849486908642575,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.849486908642575,0,0,0.150513091357425,0,0,1,0,0,0.150513091357425,0,0.849486908642575,"3"
3.54246241250075,80.9150751749985,9.37261276249774,9.08492482500151,0.542462412500754,0.457537587499246,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.542462412500754,0,0,0.457537587499246,0,0,1,0,0,0,0.542462412500754,0.457537587499246,"3"
2,0,11,4.10766982845962,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.94616508577019,0,0,0.0538349142298102,0,0,0.94616508577019,0,0.0538349142298102,0,0,1,"3"
2,8.5145564659033,12,4.4854435340967,0,1,0,0,0,0,0.485443534096703,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"3"
3,30,11,6.82627461408265,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.826274614082649,0,0,0.173725385917351,0,0,1,0,0,0,0,1,"3"
2.96967768366449,0,14.0303223163355,4.03032231633551,0,1,0,0,0.0303223163355142,0,0.0303223163355142,0.0303223163355142,0,0,0,0,0.0303223163355142,0,0.0303223163355142,0,1,0,0,1,0,0,0.0303223163355142,0.969677683664486,0,1,0,0,0,0,0,0.969677683664486,0,0.0303223163355142,0,0,1,"3"
3,29.0111774001271,12.0111774001271,6,0,1,0,0,0.0111774001270533,0,0.988822599872947,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0111774001270533,"3"
2.09480501967482,29.9051949803252,7,6.90519498032518,0,1,0,0,0.905194980325177,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,"3"
2.28280768892728,37,7,6,0,1,0,0,0,0,0.717192311072722,0,0,0,0,0,0,0,0.717192311072722,0,1,0,0,1,0,0,1,0,0,0.282807688927278,0,0,0.717192311072722,0,0,1,0,0,0,0,1,"3"
2,28.6647724667564,7,4.3352275332436,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664772466756403,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"3"
2,46.3055672910996,6.69443270890042,4.69443270890042,0.305567291099578,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.305567291099578,0,0,0.694432708900422,0,0,1,0,0,0,0,1,"3"
2,1.01311023486778,6.50655511743389,7,0,0.506555117433891,0,0,0.506555117433891,0.506555117433891,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"3"
1,0.0958770483266562,7,2.09587704832666,0,0.0958770483266562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.904122951673344,"3"
2,3.73006890225224,8.73006890225224,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269931097747758,0,0,1,0,0,1,0,0,0.269931097747758,0,0,0.730068902252242,0,0,1,0,0,0,0,1,"3"
2.53584170457907,29.4641582954209,10.5358417045791,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"3"
1.73540439992212,30,6.73540439992212,3.47080879984424,0,0.735404399922118,0.264595600077882,0,0,0,0.264595600077882,0.264595600077882,0,0,0.264595600077882,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"3"
2.56267876853235,53.3751191790216,17.625834253151,6.75023835804313,0,0.812440410489216,0,0.187559589510784,0.187559589510784,0,0.812440410489216,0,0,0,0,0,0,0.187559589510784,0.187559589510784,0,1,0,0,1,0,0,1,0,0,0.812440410489216,0,0,0.187559589510784,0,0,0.187559589510784,0,0.812440410489216,0,0,1,"3"
1.96301497798413,16.0369850220159,8.96301497798413,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96301497798413,0.0369850220158696,0,0,1,0,0,1,0,0,0,0,0,1,0,0.0369850220158696,0,0,0.96301497798413,0,0,1,"3"
2.52804040396586,30,10.5280404039659,6,0,1,0,0,0,0,0.528040403965861,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"3"
2.24941451451741,50.2494145145174,10.2494145145174,6,1,0.249414514517412,0,0,0.750585485482588,0,0.750585485482588,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.750585485482588,0,0.249414514517412,"3"
2,3.58391957497224,6,5.41608042502776,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.583919574972242,0,0.416080425027758,0,0,1,"3"
1.78486634977162,4,6,4,0,0.215133650228381,0,0,0,0,1,0.784866349771619,0,0,0,1,0,0,1,0,0.784866349771619,0,0,0.215133650228381,0,0.784866349771619,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"3"
2.8373262421228,1,11.1626737578772,6.8373262421228,0,1,0,0,0,0,0.837326242122799,0,0,0,0,0,0,0,0,0,0.162673757877201,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,"3"
2,4,9.13626889325678,6,0,0.863731106743217,0,0,0.136268893256783,0,0.863731106743217,0,0,0,0,0,0,0,0,0,0.863731106743217,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"3"
2,29.9868521213066,13,4,0,1,0.986852121306583,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.0131478786934167,0,0.986852121306583,0,0,1,"3"
2,2.81620915955864,7.81620915955864,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"3"
2.34394183848053,45.6560581615195,7,5.34394183848053,0.656058161519468,1,0.656058161519468,0,0.656058161519468,0,1,0,0,0,0,0,0,0,0.343941838480532,0,1,0,0,1,0,0,1,0,0,0.656058161519468,0,0,0.343941838480532,0,0,1,0,0,0,0,1,"3"
1.19351537129842,0,11.1935153712984,4.19351537129842,0,1,0,0.806484628701583,0,0,1,0,0,0,0,0,0,0,0.806484628701583,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0.806484628701583,0.193515371298417,0,0,0,0,1,"3"
1,18.1825847891159,4.45224563265219,3,0,1,0.817415210884064,0,0,0,0,0,0,0,0,0,0,0,0,0.182584789115936,0,0,0,0.182584789115936,0,0.817415210884064,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"3"
2.1785281188786,67.5355843566358,7.9107359405607,7.9107359405607,0,0.910735940560699,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0892640594393015,0,0,1,0,0,0.0892640594393015,0.910735940560699,0,0.0892640594393015,0,0,0.910735940560699,0,0,1,0,0,0,0,0.910735940560699,"3"
2,39.9874454133678,7,5,0.987445413367823,0.0125545866321772,0,0,0,0,1,0.987445413367823,0,0,0,0,0.987445413367823,0,0.987445413367823,0,1,0,0,1,0,0,1,0,0,0.987445413367823,0,0,0.0125545866321772,0,0,1,0,0,0,0,1,"3"
2,3,7.9714570234064,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"3"
2,3,5.70291954348795,5.70291954348795,0,1,0,0,0,0,1,1,0,0,0,0.702919543487951,0,0,0.702919543487951,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.297080456512049,0,0.702919543487951,0,0,1,"3"
2.86297525558621,12.1370247444138,9.86297525558621,6.72595051117241,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"3"
1.53920571343042,4.53920571343042,11,3.53920571343042,0,1,0,0,0,0,0.53920571343042,0,0,0,0,0.53920571343042,0,0,0.53920571343042,0,1,0,0,0.53920571343042,0.46079428656958,0,1,0,0,0.53920571343042,0,0.46079428656958,0,0,1,0,0,0,0,0,1,"3"
2,30.6521006934345,3.65210069343448,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.652100693434477,0,0.347899306565523,0,0,1,"3"
3.90149756171741,30,9.19700487656519,9.90149756171741,0,0,0,0,0.901497561717406,0,0,0,0,0,0,0,0,0,0,0,0.901497561717406,0,0,0.0985024382825941,0.901497561717406,0,0,1,0,0,0,0,1,0,0,0.0985024382825941,0,0.901497561717406,0,0,0.901497561717406,"3"
3,30,5,5.74586591799743,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745865917997435,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.745865917997435,"3"
1.24783365358599,4,7,2.49566730717197,0,1,0.247833653585985,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0.752166346414015,0.247833653585985,0,0,0,0,1,"3"
1.76740959472954,18,5,3.76740959472954,0,0.232590405270457,0.232590405270457,0,0.767409594729543,0,0.767409594729543,0,0,0,0,0,0,0,0,0.767409594729543,0,0,0,0.767409594729543,0,0.232590405270457,0.232590405270457,0.767409594729543,0,0,0,0,1,0,0.232590405270457,0.767409594729543,0,0,0,0,1,"3"
2,0,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"3"
3,60,6.48189510917291,7.03620978165418,0.51810489082709,0.48189510917291,0.48189510917291,0,0.51810489082709,0,0.48189510917291,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.48189510917291,0,0,0.51810489082709,0,0,0.51810489082709,0,0.48189510917291,0,0,1,"3"
2,24.4532764807809,6.09344703843817,7,0,1,0,0,0,0.546723519219086,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.546723519219086,0,0,0.453276480780914,0,0,1,0,0,0,0,1,"3"
2.5313210056629,56.4686789943371,5.4686789943371,5.5313210056629,0,1,0.531321005662903,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.468678994337097,0,0,0.531321005662903,0,0,1,0,0,0,0,0.468678994337097,"3"
2.8578118190635,30.8578118190635,12.1421881809365,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.1421881809365,0,0,0.8578118190635,0,0,1,0,0,0,0,1,"3"
2,47.9120350470766,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.956017523538321,0.0439824764616787,0,0.956017523538321,0,0,0.0439824764616787,0,0,1,0,0,0,0,1,"3"
1.2401690070983,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0.759830992901698,0,0,0.759830992901698,0,0.759830992901698,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"3"
2,30,6,5.81335178436711,0,0.186648215632886,0,0,0,0,0.813351784367114,0,0,0,0.813351784367114,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"3"
2,0,6.07902088132687,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0790208813268691,0.920979118673131,0,0,0,0,1,0,0,1,0,0,0,0,1,"3"
2,21.6432777601294,5,6,0,0,0.321638880064711,0,0,0,1,0.678361119935289,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.678361119935289,0,0,0,0.321638880064711,0,0.678361119935289,0,0.321638880064711,0,0,1,"3"
2,30,7,6,0.81625338550657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.18374661449343,0.81625338550657,0,1,0,0,0.18374661449343,0,0,0.81625338550657,0,0,1,0,0,0,0,1,"3"
2.32233098451979,27.0660140928812,24.6446619690396,6.61165492259897,0.677669015480205,0,0,0,1,0.677669015480205,0.677669015480205,0,0,0,0,0,0.677669015480205,0,1,0,1,0,0,1,0,0,0.322330984519795,0.677669015480205,0,0.677669015480205,0,0,0.322330984519795,0,0,1,0,0,0.322330984519795,0,0,"3"
2,0.553667143220082,7,6,0,1,0,0,0,0,0.553667143220082,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"3"
2.35166252753697,23,12.648337472463,5.35166252753697,0.351662527536973,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.351662527536973,0,0.648337472463027,0,0,1,"3"
2,30,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"3"
3,20.894620841369,13,6.55268957931548,0,1,0,0,1,0.447310420684516,0.552689579315484,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.447310420684516,0,0,0.552689579315484,0,0,1,0,0,0,0,1,"3"
2,0,7.77598870359361,5.22401129640639,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.775988703593612,0,0.224011296406388,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,"3"
2.97586461692117,15.9758646169212,6.97586461692117,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0241353830788285,0,0,1,0,0,1,0,0,0.0241353830788285,0,0,0.975864616921172,0,0,1,0,0,0,0,1,"3"
2.83638861216605,41.836388612166,6.16361138783395,6.16361138783395,0,1,0,0,0,0,0,0,0,0,0,0.836388612166047,0,0,0.836388612166047,0,1,0,0,1,0,0,1,0,0,0.163611387833953,0,0,0.836388612166047,0,0,1,0,0,0,0,1,"3"
2,2,9.859669117257,6.140330882743,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.859669117256999,0,0,0.140330882743001,0,0,0.859669117256999,0,0.140330882743001,0,0,0.859669117256999,"3"
2,3.20254151476547,6.20254151476547,4,0,1,0.202541514765471,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"3"
3,46.9979667000007,7,8.99796670000069,0.997966700000688,0.00203329999931157,0,0,0,0,0.00203329999931157,0,0,0,0.00203329999931157,0,0,0,0,0,0.00203329999931157,0,0,1,0,0,0.00203329999931157,0.997966700000688,0,0,0,0,1,0,0,1,0,0,0.997966700000688,0,0.00203329999931157,"3"
3,5,7.523594008293,6,0.476405991706997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476405991706997,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.476405991706997,0,0.523594008293003,0,0,1,"3"
2.29404023569077,0.705959764309227,11.7059597643092,6.70595976430923,0,1,0,0,0,0,1,0,0,0,0,0.294040235690773,0,0,0.294040235690773,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"3"
3.09737451048568,98.707876468543,8.90262548951432,10,0.951312744757161,0,0,0,1,0,0.951312744757161,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0486872552428395,0.951312744757161,0,1,0,0,0,0,0,0.951312744757161,0,0.0486872552428395,0,0.0486872552428395,0.951312744757161,"3"
2,36.0806195777841,7,5.08061957778409,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0806195777840912,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"3"
2.41810952103697,19.581890478963,7,5,0,1,0,0,0,0,0,0,0,0,0,0.418109521036968,0,0,0.418109521036968,0,1,0,0,1,0,0,0.418109521036968,0.581890478963032,0,1,0,0,0,0,0,0,0,1,0,0,1,"3"
2.98180539137684,8.98180539137684,7.98180539137684,4,0,1,0.0181946086231619,0.981805391376838,0,0,0.0181946086231619,0,0,0,0,0.981805391376838,0,0,0.981805391376838,0,1,0,0,0.0181946086231619,0.981805391376838,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"3"
1.68671107152477,20.6867110715248,11,4.37342214304954,0,0.313288928475231,0,0,0,0,0,0.313288928475231,0,0,0,0,0,0,0,0,0.686711071524769,0,0,1,0,0,1,0,0,0.313288928475231,0,0.686711071524769,0,0,0.313288928475231,0.686711071524769,0,0,0,0,1,"3"
2.88729943777435,51,5,4,0,1,0,0,0,0,0.887299437774345,0,0,0,0,0,0,0,0,0,0.112700562225655,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"3"
2,39.4592425983865,7,4,0.459242598386481,0.540757401613519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.540757401613519,"3"
3.23881593113765,38.5223681377247,12.7611840688623,6.23881593113765,0,0.761184068862349,0,0,0.238815931137651,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.238815931137651,0,0,0.761184068862349,0,0,1,0,0,0,0,0.238815931137651,"3"
2.82158333039843,47.1784166696016,4.35683333920315,4,0,1,0,0,0,0,0.178416669601575,0,0,0,0,0,0,0,0,0,0.821583330398425,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"3"
3,50,7,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.136374900117517,0,0,0.863625099882483,0,0,1,0,0,0,0,1,"3"
3,30,6.4824371766299,4.4824371766299,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.482437176629901,0,0.517562823370099,0,0,1,"3"
1.42246472975239,11.5775352702476,7,4,0,0.422464729752392,0,0,0,0,0,0,0,0,0,0.422464729752392,0,0,0.422464729752392,0,0.577535270247608,0,0,1,0,0,0.422464729752392,0.577535270247608,0,1,0,0,0,0,0,0.577535270247608,0,0.422464729752392,0,0,1,"3"
2,34.4735987400636,5,4,0.526401259936392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"3"
3,1,6,5.67932074773125,0,0.320679252268746,0,0,0,0,0.320679252268746,0,0,0,0,0,0.320679252268746,0,1,0,1,0,0,1,0,0,0.679320747731254,0.320679252268746,0,1,0,0,0,0,0,1,0,0,0,0,1,"3"
2,0.316504980903119,5,6,0,1,0,0.316504980903119,0,0,0.683495019096881,0,0,0,0,0,0,0,0,0,0.683495019096881,0,0,1,0,0,0,1,0,0.683495019096881,0,0,0.316504980903119,0,0,1,0,0,0,0,1,"3"
1.79817168158479,4,6.79817168158479,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20182831841521,0,0,1,0,0,1,0,0,1,0,0,0,0,0.20182831841521,0.79817168158479,0,0,0,0,1,"3"
2,30,6.79187819501385,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.791878195013851,"3"
1.94039372983389,25.0596062701661,6.94039372983389,3.94039372983389,0,1,0,0,0,0,0.059606270166114,0,0,0,0,0,0,0,0,0,0.059606270166114,0,0,1,0,0,1,0,0,0.940393729833886,0,0,0.059606270166114,0,0.059606270166114,0.940393729833886,0,0,0,0,1,"3"
2,3.53571722656488,2.23214138671756,4,0,1,0,0,0,0,0.767858613282442,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"3"
2,4,7,4.51027697860263,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510276978602633,0,0,0,1,0,0,1,0,0,0.489723021397367,0,0,0.510276978602633,0,0,1,0,0,0,0,1,"3"
3,30.0279640024528,4.97203599754721,6.02796400245279,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"3"
2,0,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458489939803258,0.541510060196742,0,0,1,0,0,1,0,0,0.541510060196742,0,0,0.458489939803258,0,0,0,0,1,0,0,1,"3"
1,0.0638601740356535,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.936139825964347,0,0,0.0638601740356535,0,1,0,0,0,0,0,1,"3"
3.14371794648468,30,7.28743589296937,9.14371794648468,0,0.856282053515315,0,0,0.143717946484685,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.856282053515315,0.143717946484685,0,0.856282053515315,0.143717946484685,0,0,0,0,1,0,0,0.856282053515315,0,0.143717946484685,0,0,1,"3"
3,42.1436653034762,8.71266939304769,6,0,1,0,0,0,0,0.143665303476155,0,0,0,0,0.856334696523845,0,0,0.856334696523845,0,1,0,0,1,0,0,0.143665303476155,0.856334696523845,0,1,0,0,0,0,0,1,0,0,0,0,1,"3"
1.30782964453101,22.307829644531,5.30782964453101,3.30782964453101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0.692170355468988,0.307829644531012,0,0,0,0,1,"3"
4.17108769062907,50,7,10,0.171087690629065,0,0,0,1,0,0.828912309370935,0,0,0,0,0,0,0.171087690629065,0.171087690629065,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.828912309370935,0.171087690629065,0,"3"
1.17025361815467,4.17025361815467,8,3.17025361815467,0,0.170253618154675,0,0,0,0,0.829746381845325,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0.829746381845325,0.170253618154675,0,0,0,0,1,"3"
3,42,6.28430062741973,5.71569937258027,1,1,0,0,0.284300627419725,0,1,0,0,0,0,0.715699372580275,0,0,0.715699372580275,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.715699372580275,"3"
2,1.10874581127428,9.89125418872572,4.89125418872572,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.108745811274275,0,0.891254188725725,0,0,1,"3"
2,30,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809776140376925,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"3"
2,8.75618854886852,7.75618854886852,6,0,1,0,0,0,0,0.243811451131478,0,0,0,0,0,0.243811451131478,0,0.243811451131478,0,1,0,0,1,0,0,0.756188548868522,0.243811451131478,0,1,0,0,0,0,0,0.243811451131478,0,0.756188548868522,0,0,1,"3"
2,30,4.30225870502181,4,0,1,0,0,0.302258705021814,0,0.697741294978186,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"3"
2.46594491880387,2.53405508119613,16,5.93188983760774,0,1,0.534055081196129,0,0,0,0,0,0,0,0,0,0.534055081196129,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"3"
2,29.18918623426,8.81081376574002,6,0,0.189186234259978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.810813765740022,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"3"
1,0.635212170192972,5,3,0,0,0,0,0,0.364787829807028,0,0,0,0,0,0,0,0,0,0,1,0,0,0.635212170192972,0.364787829807028,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"3"
2.87086260411888,17.8708626041189,5,4.12913739588112,0,1,0,0,0,0,0.870862604118884,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.129137395881116,0.870862604118884,0,1,0,0,0,0,0,1,0,0,0,0,1,"3"
2.43776547489688,19,5.43776547489688,4,0,1,0,0.562234525103122,0,0,0.437765474896878,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,"3"
